,order_id,product_id,add_to_cart_order,reordered
27773972,2928889,44156,3,1
27773973,2928889,25146,4,1
27773974,2928889,3856,5,1
27773975,2928889,33129,6,1
27773976,2928889,49007,7,0
27773977,2928889,22882,8,0
27773978,2928889,39581,9,0
27773979,2928889,49683,10,1
27773980,2928889,21616,11,1
27773981,2928889,19025,12,0
27839345,2935750,19706,1,1
27839346,2935750,25890,2,1
27839347,2935750,35535,3,0
27930970,2945329,48747,1,1
27930971,2945329,17183,2,1
27930972,2945329,24852,3,1
27930973,2945329,22151,4,1
27930974,2945329,19706,5,1
27930975,2945329,31215,6,1
27930976,2945329,27344,7,1
27930977,2945329,28745,8,0
27930978,2945329,30142,9,1
27930979,2945329,47209,10,0
27948151,2947131,5785,1,1
27948152,2947131,19863,2,1
27948153,2947131,29553,3,1
27948154,2947131,14668,4,1
27948155,2947131,21484,5,1
27948156,2947131,18439,6,0
27948157,2947131,1263,7,1
27948158,2947131,16797,8,1
27948159,2947131,38050,9,0
27948160,2947131,31589,10,0
27948161,2947131,34449,11,0
27948162,2947131,6193,12,0
27948163,2947131,13536,13,0
27948164,2947131,38596,14,0
27948165,2947131,22952,15,0
27990562,2951639,42265,1,1
27990563,2951639,33303,2,1
27990564,2951639,25017,3,1
28035965,2956466,2063,1,0
28035966,2956466,5262,2,0
28035967,2956466,41230,3,0
28057643,2958724,40348,1,0
28057644,2958724,5097,2,1
28057645,2958724,17600,3,0
28057646,2958724,13230,4,1
28057647,2958724,365,5,0
28057648,2958724,9261,6,0
28057649,2958724,4047,7,1
28057650,2958724,33894,8,1
28057651,2958724,7398,9,1
28088067,2961987,14715,1,0
28088068,2961987,21386,2,1
28088069,2961987,1957,3,0
28088070,2961987,26405,4,0
28244044,2978495,47144,1,1
28244045,2978495,9075,2,1
28244046,2978495,24852,3,1
28244047,2978495,1940,4,1
28244048,2978495,28427,5,0
28244049,2978495,11265,6,0
28244050,2978495,15839,7,0
28244051,2978495,21503,8,1
28244052,2978495,1204,9,1
28244053,2978495,11182,10,0
28244054,2978495,46979,11,0
28261857,2980434,42972,1,1
28261858,2980434,32648,2,0
28261859,2980434,21125,3,1
28261860,2980434,35914,4,1
28261861,2980434,6177,5,0
28261862,2980434,27796,6,0
28335811,2988306,42265,1,1
28335812,2988306,33000,2,1
28367265,2991595,6361,1,1
28367266,2991595,36011,2,1
28367267,2991595,22474,3,0
28367268,2991595,21137,4,1
28367269,2991595,24852,5,1
28367270,2991595,21903,6,1
28367271,2991595,34262,7,1
28367272,2991595,15399,8,1
28367273,2991595,46346,9,0
28367274,2991595,20574,10,0
28367275,2991595,27344,11,0
28367276,2991595,1999,12,1
28367277,2991595,27156,13,0
28367278,2991595,31927,14,1
28367279,2991595,13819,15,0
28367280,2991595,42110,16,1
28367281,2991595,12206,17,0
28367282,2991595,5550,18,1
28367283,2991595,7212,19,0
28367284,2991595,37646,20,0
28367285,2991595,40706,21,0
28367286,2991595,37524,22,0
28367287,2991595,38784,23,0
28367288,2991595,39662,24,0
28367289,2991595,39024,25,0
28513144,3007090,4210,1,1
28513145,3007090,40945,2,0
28513146,3007090,24852,3,0
28513147,3007090,31562,4,1
28513148,3007090,13304,5,0
28513149,3007090,43644,6,0
28513150,3007090,17008,7,0
28513151,3007090,44142,8,1
28513152,3007090,45116,9,0
28513153,3007090,34194,10,0
28513154,3007090,11078,11,0
28513155,3007090,31217,12,0
28513156,3007090,36086,13,1
28513157,3007090,22011,14,0
28513158,3007090,32971,15,0
28513159,3007090,35616,16,0
28513160,3007090,28805,17,0
28519469,3007760,12341,1,1
28519470,3007760,4264,2,0
28519471,3007760,38557,3,0
28519472,3007760,9426,4,1
28519473,3007760,36865,5,1
28519474,3007760,34050,6,1
28519475,3007760,28465,7,1
28519476,3007760,22827,8,0
28519477,3007760,33754,9,0
28519478,3007760,24852,10,1
28635493,3019942,17183,1,0
28635494,3019942,34993,2,0
28635495,3019942,22151,3,1
28635496,3019942,35851,4,1
28635497,3019942,19706,5,1
28635498,3019942,24852,6,1
28635499,3019942,29328,7,1
28635500,3019942,44786,8,1
28635501,3019942,5785,9,0
28635502,3019942,13269,10,1
28641657,3020607,37291,1,1
28817570,3039204,42972,1,1
28817571,3039204,35914,2,1
28817572,3039204,47977,3,1
28817573,3039204,30776,4,1
28817574,3039204,7693,5,1
28817575,3039204,30696,6,1
28817576,3039204,13176,7,1
28817577,3039204,45603,8,1
28817578,3039204,48559,9,1
28817579,3039204,9623,10,1
28817580,3039204,32644,11,0
28817581,3039204,18153,12,0
29151775,3074496,44560,1,0
29151776,3074496,19863,2,1
29151777,3074496,13230,3,1
29151778,3074496,4966,4,0
29151779,3074496,28647,5,0
29151780,3074496,14390,6,0
29151781,3074496,7751,7,0
29151782,3074496,23840,8,1
29160409,3075440,17183,1,1
29160410,3075440,36342,2,1
29160411,3075440,12341,3,1
29160412,3075440,8277,4,1
29160413,3075440,9561,5,1
29160414,3075440,44948,6,1
29160415,3075440,24852,7,1
29160416,3075440,21903,8,1
29160417,3075440,6508,9,1
29160418,3075440,16505,10,0
29255726,3085430,35914,1,1
29255727,3085430,42972,2,1
29255728,3085430,47977,3,1
29255729,3085430,31964,4,0
29255730,3085430,44855,5,1
29295377,3089611,13424,1,1
29295378,3089611,39275,2,1
29295379,3089611,651,3,1
29295380,3089611,5161,4,1
29380959,3098720,42972,1,1
29401089,3100808,13259,1,0
29401090,3100808,49235,2,1
29401091,3100808,37710,3,1
29401092,3100808,10509,4,1
29773037,3140182,24852,1,1
29773038,3140182,4210,2,1
29773039,3140182,45116,3,1
29773040,3140182,34194,4,1
29773041,3140182,28805,5,1
29773042,3140182,42475,6,1
29773043,3140182,47284,7,0
29773044,3140182,16020,8,0
29773045,3140182,23537,9,1
29773046,3140182,25930,10,0
29773047,3140182,23909,11,0
29773048,3140182,44325,12,0
29773049,3140182,36086,13,1
29824248,3145619,32923,1,1
29824249,3145619,10606,2,1
29943145,3158326,27966,1,1
29943146,3158326,39275,2,1
29943147,3158326,8898,3,1
29943148,3158326,36011,4,0
29943149,3158326,37354,5,0
29943150,3158326,5097,6,0
29943151,3158326,13245,7,0
29943152,3158326,1194,8,0
29943153,3158326,30511,9,0
29943154,3158326,2026,10,0
29943155,3158326,7398,11,0
29976005,3161775,7156,1,1
29976006,3161775,11182,2,0
29976007,3161775,44359,3,1
29976008,3161775,47766,4,1
29976009,3161775,26209,5,0
29976010,3161775,4799,6,0
29976011,3161775,8518,7,1
29976012,3161775,2855,8,0
29976013,3161775,19057,9,0
29976014,3161775,13176,10,1
30073319,3172203,5769,1,1
30073320,3172203,890,2,1
30202573,3185872,8013,1,1
30202574,3185872,11492,2,1
30211115,3186787,13176,1,0
30211116,3186787,42710,2,0
30211117,3186787,46906,3,0
30211118,3186787,21137,4,0
30211119,3186787,48747,5,1
30211120,3186787,22825,6,1
30211121,3186787,24852,7,1
30211122,3186787,22151,8,0
30211123,3186787,35851,9,0
30211124,3186787,48726,10,1
30211125,3186787,38159,11,0
30211126,3186787,8277,12,0
30211127,3186787,43122,13,1
30211128,3186787,44120,14,0
30405052,3207295,19849,1,1
30405053,3207295,42972,2,1
30405054,3207295,30776,3,1
30405055,3207295,264,4,1
30405056,3207295,33548,5,0
30405057,3207295,45265,6,1
30405058,3207295,7533,7,0
30723879,3240738,5262,1,1
30723880,3240738,46473,2,0
30723881,3240738,4210,3,1
30723882,3240738,28594,4,0
30723883,3240738,22935,5,0
30723884,3240738,2664,6,0
30996660,3269560,10246,1,1
30996661,3269560,34590,2,0
30996662,3269560,30489,3,1
30996663,3269560,30391,4,1
30996664,3269560,38979,5,0
30996665,3269560,16797,6,0
30996666,3269560,36968,7,0
30996667,3269560,7156,8,0
30996668,3269560,48628,9,1
30996669,3269560,22504,10,0
31031554,3273233,43744,1,1
31031555,3273233,22362,2,1
31031556,3273233,49235,3,1
31031557,3273233,10509,4,1
31177654,3288490,43122,1,1
31177655,3288490,17878,2,1
31177656,3288490,24852,3,1
31177657,3288490,9426,4,1
31177658,3288490,27966,5,1
31177659,3288490,7185,6,1
31177660,3288490,34050,7,1
31177661,3288490,40356,8,0
31293746,3300700,4724,1,1
31293747,3300700,31759,2,1
31293748,3300700,8571,3,0
31293749,3300700,21573,4,0
31293750,3300700,890,5,0
31370430,3308693,42972,1,0
31370431,3308693,47977,2,0
31370432,3308693,30696,3,0
31391056,3310901,45007,1,1
31391057,3310901,39619,2,0
31391058,3310901,32734,3,0
31391059,3310901,4421,4,0
31391060,3310901,30391,5,1
31391061,3310901,39984,6,1
31391062,3310901,49235,7,0
31391063,3310901,7088,8,0
31391064,3310901,18362,9,0
31391065,3310901,738,10,1
31391066,3310901,13176,11,1
31406890,3312648,21385,1,0
31406891,3312648,42265,2,0
31406892,3312648,31805,3,0
31406893,3312648,9755,4,0
31438338,3315907,19706,1,1
31438339,3315907,24852,2,1
31438340,3315907,48747,3,1
31438341,3315907,22151,4,1
31438342,3315907,44786,5,1
31438343,3315907,4217,6,1
31438344,3315907,13269,7,1
31438345,3315907,17183,8,1
31438346,3315907,2426,9,1
31438347,3315907,30142,10,1
31438348,3315907,31215,11,0
31438349,3315907,44948,12,0
31438350,3315907,19634,13,0
31438351,3315907,29328,14,1
31438352,3315907,36342,15,0
31718254,3345360,47766,1,0
31718255,3345360,605,2,0
31718256,3345360,44142,3,0
31718257,3345360,16349,4,0
31718258,3345360,21903,5,0
31718259,3345360,42585,6,0
31718260,3345360,9076,7,0
31718261,3345360,6774,8,0
31718296,3345363,27966,1,1
31894273,3364036,22218,1,0
31894274,3364036,5161,2,0
31941747,3369100,27966,1,1
31941748,3369100,40571,2,1
31941749,3369100,24852,3,1
31941750,3369100,17878,4,1
31941751,3369100,8277,5,1
31941752,3369100,47209,6,1
31941753,3369100,35851,7,1
31941754,3369100,9426,8,1
31941755,3369100,18838,9,1
31941756,3369100,5212,10,0
32058729,3381512,36011,1,1
32058730,3381512,47611,2,0
32058731,3381512,34690,3,0
32058732,3381512,27125,4,0
32058733,3381512,33894,5,1
32058734,3381512,18721,6,0
32262007,3402860,42972,1,1
32262008,3402860,47977,2,1
32262009,3402860,21125,3,1
32262010,3402860,33087,4,0
32329841,3410026,35914,1,1
32329842,3410026,47977,2,1
32329843,3410026,42972,3,1
32329844,3410026,44855,4,1
32401907,3417669,28741,1,0
32401908,3417669,40683,2,0
32401909,3417669,5262,3,1
32401910,3417669,47209,4,0
